distance_km,traffic,hour,weekday,type_route,weather,duration_minutes
1723.47,HIGH,23,4,URBAN,CLEAR,10340.82
221.97,HIGH,5,2,URBAN,CLEAR,1331.82
2936.71,HIGH,16,4,HIGHWAY,FOG,3670.89
1238.04,LOW,16,0,HIGHWAY,CLEAR,742.82
2812.93,MEDIUM,17,5,URBAN,SNOW,12658.19
320.85,LOW,3,2,HIGHWAY,FOG,240.64
1842.9,HIGH,3,1,MIXED,CLEAR,3685.8
1972.74,HIGH,6,6,URBAN,CLEAR,11836.44
1924.77,HIGH,17,4,HIGHWAY,RAIN,2213.49
806.58,HIGH,9,0,MIXED,SNOW,2419.74
2110.32,LOW,13,0,MIXED,CLEAR,1808.85
1857.82,HIGH,9,3,URBAN,FOG,13933.65
804.47,MEDIUM,11,1,URBAN,SNOW,3620.11
322.53,LOW,5,3,URBAN,CLEAR,976.66
1879.89,LOW,18,2,MIXED,CLEAR,1611.33
1624.64,MEDIUM,4,0,HIGHWAY,CLEAR,1218.48
143.53,LOW,9,4,HIGHWAY,CLEAR,86.12
1481.34,LOW,2,3,MIXED,RAIN,1460.18
1038.9,LOW,2,2,MIXED,CLEAR,890.49
2170.56,HIGH,3,1,MIXED,RAIN,4992.29
2275.66,LOW,1,5,URBAN,RAIN,5234.02
1654.52,LOW,3,2,MIXED,SNOW,2127.24
1888.94,LOW,1,6,URBAN,RAIN,4344.56
2752.23,LOW,12,3,URBAN,CLEAR,5504.46
1532.14,LOW,4,2,HIGHWAY,CLEAR,919.28
2193.79,LOW,17,5,HIGHWAY,FOG,1645.34
2131.71,HIGH,12,5,URBAN,CLEAR,12790.26
2531.9,LOW,12,6,HIGHWAY,CLEAR,1519.14
1994.96,MEDIUM,7,1,URBAN,CLEAR,5984.88
2550.77,LOW,2,1,URBAN,RAIN,5866.77
1497.22,HIGH,12,1,HIGHWAY,SNOW,2245.83
577.34,LOW,14,3,MIXED,CLEAR,494.86
2959.29,MEDIUM,6,2,MIXED,CLEAR,3551.15
248.32,MEDIUM,6,6,MIXED,CLEAR,297.98
256.23,MEDIUM,2,6,MIXED,SNOW,461.21
299.05,LOW,9,4,HIGHWAY,CLEAR,179.43
2153.57,LOW,0,4,MIXED,SNOW,2768.88
2284.42,MEDIUM,9,5,HIGHWAY,RAIN,1970.31
1223.64,MEDIUM,5,6,URBAN,CLEAR,3670.92
316.28,HIGH,19,3,MIXED,RAIN,727.44
2053.6,MEDIUM,12,5,MIXED,CLEAR,2464.32
1708.91,MEDIUM,11,1,URBAN,CLEAR,5126.73
1811.9,LOW,23,6,URBAN,SNOW,5435.7
1209.87,HIGH,19,0,URBAN,RAIN,8348.1
530.69,LOW,11,4,URBAN,CLEAR,1061.38
366.59,LOW,22,3,URBAN,CLEAR,733.18
2939.26,HIGH,22,1,URBAN,CLEAR,17635.56
648.61,MEDIUM,22,2,MIXED,RAIN,895.08
1964.89,MEDIUM,9,4,HIGHWAY,CLEAR,1473.67
579.08,HIGH,6,2,URBAN,CLEAR,3474.48
2325.85,MEDIUM,23,1,HIGHWAY,RAIN,2006.05
251.3,MEDIUM,4,4,URBAN,SNOW,1130.85
2141.19,MEDIUM,6,5,URBAN,CLEAR,6423.57
1610.36,LOW,19,0,MIXED,FOG,1725.39
1047.32,LOW,21,1,URBAN,CLEAR,2094.64
2422.93,LOW,5,3,URBAN,CLEAR,4845.86
708.06,HIGH,11,6,MIXED,FOG,1770.15
1739.49,LOW,15,2,HIGHWAY,RAIN,1200.25
1834.57,LOW,3,4,HIGHWAY,CLEAR,1100.74
854.95,HIGH,6,3,MIXED,CLEAR,1709.9
2334.14,LOW,7,0,URBAN,FOG,5835.35
2049.05,MEDIUM,0,6,MIXED,CLEAR,2458.86
345.41,HIGH,12,6,HIGHWAY,CLEAR,345.41
1282.29,MEDIUM,22,1,HIGHWAY,FOG,1202.15
1571.33,LOW,13,4,URBAN,FOG,3928.32
399.88,LOW,6,4,URBAN,CLEAR,799.76
626.96,MEDIUM,4,0,URBAN,CLEAR,1880.88
225.58,MEDIUM,4,1,HIGHWAY,CLEAR,169.19
1586.83,MEDIUM,5,3,MIXED,SNOW,2856.29
960.72,HIGH,4,5,HIGHWAY,CLEAR,960.72
2253.59,LOW,0,4,URBAN,CLEAR,4507.18
1213.64,MEDIUM,3,2,MIXED,CLEAR,1456.37
2313.24,MEDIUM,18,2,MIXED,CLEAR,2775.89
2328.81,LOW,1,5,HIGHWAY,CLEAR,1397.29
1760.42,LOW,3,6,MIXED,CLEAR,1508.93
1074.12,LOW,19,2,MIXED,CLEAR,920.67
183.97,LOW,14,3,URBAN,CLEAR,367.94
620.36,MEDIUM,16,6,MIXED,CLEAR,744.43
1499.68,MEDIUM,13,3,HIGHWAY,CLEAR,1124.76
2781.79,LOW,21,2,MIXED,SNOW,3576.59
1929.42,MEDIUM,8,4,MIXED,FOG,3786.77
2021.64,HIGH,2,0,MIXED,RAIN,4649.77
2885.77,HIGH,23,5,URBAN,CLEAR,17314.62
1402.36,LOW,3,5,HIGHWAY,FOG,1051.77
1578.23,MEDIUM,15,5,MIXED,RAIN,2177.96
151.37,LOW,12,2,MIXED,CLEAR,129.75
1411.23,LOW,11,2,HIGHWAY,SNOW,1270.11
1700.64,MEDIUM,8,5,URBAN,CLEAR,5101.92
2995.04,MEDIUM,6,5,MIXED,CLEAR,3594.05
541.11,MEDIUM,20,0,HIGHWAY,RAIN,466.71
875.22,LOW,23,3,HIGHWAY,CLEAR,920.83
1551.82,LOW,3,0,MIXED,CLEAR,1330.13
1441.45,HIGH,14,3,MIXED,CLEAR,2882.9
2097.02,MEDIUM,14,0,HIGHWAY,CLEAR,1572.76
1217.34,LOW,1,2,HIGHWAY,CLEAR,730.4
1419.67,MEDIUM,5,0,URBAN,RAIN,4897.86
563.0,HIGH,12,0,URBAN,CLEAR,3378.0
1073.78,MEDIUM,15,5,MIXED,RAIN,1481.82
20.67,LOW,11,0,MIXED,CLEAR,17.72
1908.3,MEDIUM,6,5,URBAN,RAIN,6583.63
2672.38,MEDIUM,4,1,HIGHWAY,CLEAR,2004.29
2961.04,HIGH,4,5,MIXED,RAIN,6810.39
1656.06,MEDIUM,4,1,URBAN,CLEAR,4968.18
1227.7,HIGH,5,3,URBAN,CLEAR,7366.2
1216.29,LOW,8,4,MIXED,CLEAR,1042.53
2313.57,LOW,3,1,MIXED,CLEAR,1983.06
2572.12,LOW,10,6,HIGHWAY,CLEAR,3080.78
2530.24,LOW,17,6,URBAN,CLEAR,5060.48
735.33,LOW,18,3,URBAN,CLEAR,1470.66
559.32,LOW,13,2,URBAN,CLEAR,1118.64
1123.27,MEDIUM,21,1,HIGHWAY,CLEAR,842.45
262.78,MEDIUM,4,6,URBAN,RAIN,906.59
560.08,LOW,20,6,URBAN,CLEAR,1120.16
2439.77,LOW,7,5,MIXED,FOG,2614.04
991.05,HIGH,11,5,URBAN,CLEAR,5946.3
2418.2,LOW,13,5,HIGHWAY,CLEAR,1450.92
1465.73,HIGH,19,5,URBAN,RAIN,10113.54
600.87,HIGH,5,4,MIXED,CLEAR,1201.74
1401.7,HIGH,18,4,HIGHWAY,FOG,1752.12
2702.91,MEDIUM,0,1,URBAN,FOG,10135.91
699.12,HIGH,18,4,HIGHWAY,CLEAR,699.12
425.51,LOW,14,2,HIGHWAY,SNOW,382.96
1530.44,LOW,14,3,URBAN,CLEAR,3060.88
513.48,LOW,21,1,URBAN,RAIN,1181.0
1845.16,MEDIUM,22,0,HIGHWAY,FOG,1729.84
6.05,MEDIUM,16,5,HIGHWAY,FOG,5.67
510.17,LOW,4,3,URBAN,RAIN,1173.39
823.02,HIGH,20,3,MIXED,CLEAR,1646.04
1506.25,MEDIUM,12,3,URBAN,SNOW,6778.12
2486.46,MEDIUM,11,1,MIXED,RAIN,3431.31
2627.79,LOW,15,4,MIXED,RAIN,2590.25
973.7,LOW,21,5,URBAN,RAIN,2239.51
2445.67,LOW,15,2,HIGHWAY,CLEAR,2535.96
844.91,MEDIUM,1,4,MIXED,RAIN,1165.98
1790.45,LOW,18,3,URBAN,RAIN,4118.03
2890.57,LOW,17,6,URBAN,CLEAR,5781.14
2107.93,MEDIUM,19,6,MIXED,CLEAR,2529.52
374.12,HIGH,12,4,URBAN,FOG,2805.9
1920.07,MEDIUM,5,2,MIXED,CLEAR,2304.08
910.67,LOW,1,4,URBAN,SNOW,2732.01
2123.37,LOW,15,2,HIGHWAY,CLEAR,1274.02
1966.42,LOW,19,2,URBAN,CLEAR,3932.84
436.27,MEDIUM,6,5,URBAN,CLEAR,1308.81
1621.74,MEDIUM,0,3,URBAN,FOG,6081.53
1221.66,MEDIUM,18,4,URBAN,CLEAR,3664.98
2021.65,HIGH,3,2,MIXED,CLEAR,4043.3
2390.22,HIGH,17,0,MIXED,CLEAR,4780.44
425.83,LOW,19,6,MIXED,RAIN,419.75
1897.16,MEDIUM,1,4,MIXED,CLEAR,2276.59
1182.6,HIGH,1,1,URBAN,RAIN,8159.94
147.39,LOW,21,6,HIGHWAY,CLEAR,88.43
1695.83,LOW,22,2,MIXED,CLEAR,1453.57
887.78,MEDIUM,0,5,MIXED,SNOW,1598.0
1153.91,LOW,10,0,HIGHWAY,CLEAR,692.35
1457.27,LOW,5,1,URBAN,CLEAR,2914.54
2085.3,LOW,21,3,URBAN,RAIN,4796.19
590.64,LOW,6,4,MIXED,SNOW,759.39
2064.51,MEDIUM,6,3,MIXED,CLEAR,2477.41
2343.08,HIGH,12,4,HIGHWAY,CLEAR,4555.54
1935.86,LOW,22,6,HIGHWAY,RAIN,1335.74
2340.47,LOW,2,4,URBAN,CLEAR,4680.94
313.57,MEDIUM,19,6,HIGHWAY,CLEAR,235.18
1593.21,LOW,4,4,URBAN,CLEAR,3186.42
834.01,HIGH,16,6,URBAN,SNOW,7506.09
2829.51,LOW,14,1,MIXED,CLEAR,2425.29
130.06,MEDIUM,10,0,URBAN,FOG,487.73
88.67,LOW,3,5,HIGHWAY,CLEAR,53.2
2007.47,LOW,15,3,HIGHWAY,CLEAR,1204.48
114.16,LOW,12,1,MIXED,RAIN,112.53
1105.31,MEDIUM,16,2,MIXED,CLEAR,1326.37
1584.51,LOW,9,3,HIGHWAY,CLEAR,950.71
2421.83,LOW,1,4,URBAN,RAIN,5570.21
2099.8,LOW,14,6,MIXED,CLEAR,1799.83
2043.69,LOW,8,0,URBAN,RAIN,4700.49
383.81,LOW,11,0,URBAN,RAIN,882.76
1099.19,MEDIUM,14,6,HIGHWAY,CLEAR,824.39
825.53,MEDIUM,18,0,HIGHWAY,RAIN,712.02
1358.87,LOW,18,0,HIGHWAY,CLEAR,815.32
1407.5,MEDIUM,3,1,URBAN,FOG,5278.12
2495.95,LOW,3,1,HIGHWAY,RAIN,1722.21
2000.95,MEDIUM,22,0,MIXED,CLEAR,2401.14
796.41,LOW,7,0,URBAN,SNOW,2389.23
2958.01,LOW,9,6,MIXED,CLEAR,2535.44
1640.24,HIGH,0,4,URBAN,RAIN,11317.66
2480.42,MEDIUM,17,2,URBAN,FOG,9301.58
125.59,HIGH,18,5,URBAN,CLEAR,753.54
770.12,LOW,0,1,URBAN,RAIN,1771.28
720.15,LOW,12,5,HIGHWAY,CLEAR,432.09
2279.18,MEDIUM,1,6,MIXED,RAIN,3145.27
1960.53,LOW,12,0,MIXED,CLEAR,1680.45
2222.41,LOW,23,6,URBAN,SNOW,6667.23
344.56,LOW,3,4,MIXED,CLEAR,295.34
2974.61,MEDIUM,23,1,MIXED,RAIN,4104.96
2247.93,MEDIUM,12,5,URBAN,CLEAR,8621.08
1653.42,LOW,11,3,URBAN,FOG,4133.55
1594.97,HIGH,15,4,URBAN,CLEAR,9569.82
407.18,LOW,23,1,URBAN,SNOW,1221.54
153.31,LOW,7,0,HIGHWAY,RAIN,105.78
1691.41,LOW,11,4,MIXED,CLEAR,1449.78
2538.95,LOW,18,0,URBAN,CLEAR,5077.9
1929.76,MEDIUM,3,1,MIXED,RAIN,2663.07
1907.88,LOW,19,1,HIGHWAY,CLEAR,1144.73
677.09,MEDIUM,20,3,MIXED,FOG,1015.63
1793.46,LOW,14,3,URBAN,CLEAR,3586.92
1513.84,MEDIUM,20,4,HIGHWAY,SNOW,1703.07
1712.21,LOW,6,2,URBAN,CLEAR,3424.42
1704.65,LOW,12,0,HIGHWAY,SNOW,1534.19
572.89,MEDIUM,23,1,URBAN,CLEAR,1718.67
735.71,HIGH,14,2,HIGHWAY,CLEAR,735.71
101.17,LOW,15,3,MIXED,RAIN,99.72
2.28,LOW,17,2,MIXED,CLEAR,1.95
1256.38,MEDIUM,19,3,HIGHWAY,SNOW,1413.43
2539.71,MEDIUM,15,1,HIGHWAY,CLEAR,1904.78
1694.51,HIGH,20,3,URBAN,RAIN,11692.12
2344.78,LOW,17,0,MIXED,FOG,2512.26
768.55,MEDIUM,8,6,MIXED,CLEAR,922.26
2812.98,HIGH,21,1,HIGHWAY,CLEAR,2812.98
201.65,MEDIUM,9,3,MIXED,CLEAR,241.98
2832.72,HIGH,0,1,MIXED,CLEAR,5665.44
107.14,MEDIUM,7,1,HIGHWAY,CLEAR,80.36
2000.36,MEDIUM,19,5,HIGHWAY,CLEAR,1500.27
785.08,LOW,7,5,URBAN,SNOW,2355.24
1170.89,LOW,10,0,URBAN,CLEAR,2341.78
2585.69,LOW,14,0,MIXED,SNOW,3324.46
1870.81,MEDIUM,11,1,HIGHWAY,SNOW,2104.66
869.67,MEDIUM,16,4,MIXED,CLEAR,1542.64
2559.07,HIGH,12,5,MIXED,FOG,6397.68
1108.51,HIGH,23,5,URBAN,CLEAR,6651.06
2098.23,LOW,8,0,HIGHWAY,CLEAR,1258.94
2573.5,LOW,19,0,HIGHWAY,CLEAR,1544.1
2343.65,LOW,13,3,HIGHWAY,CLEAR,1406.19
240.73,LOW,21,0,URBAN,CLEAR,481.46
2695.34,MEDIUM,21,5,HIGHWAY,FOG,2526.88
1978.78,LOW,23,0,MIXED,CLEAR,1696.1
2506.32,MEDIUM,16,5,URBAN,RAIN,8646.8
2844.95,MEDIUM,10,3,URBAN,CLEAR,8534.85
2013.01,LOW,22,3,URBAN,CLEAR,4026.02
2417.0,MEDIUM,23,2,HIGHWAY,CLEAR,1812.75
2326.01,MEDIUM,10,5,MIXED,CLEAR,2791.21
319.47,LOW,22,1,HIGHWAY,FOG,239.6
96.22,LOW,16,6,MIXED,FOG,103.09
492.89,LOW,2,6,MIXED,FOG,528.1
2145.36,LOW,23,5,HIGHWAY,CLEAR,1287.22
2096.72,LOW,6,1,HIGHWAY,RAIN,1446.74
2963.32,LOW,0,3,URBAN,RAIN,6815.64
789.06,LOW,7,0,MIXED,CLEAR,676.34
202.26,MEDIUM,0,4,HIGHWAY,FOG,189.62
1641.56,MEDIUM,23,1,HIGHWAY,CLEAR,1231.17
2081.89,MEDIUM,3,0,URBAN,CLEAR,6245.67
2233.87,LOW,10,4,HIGHWAY,RAIN,1541.37
807.04,LOW,19,4,MIXED,RAIN,795.51
1008.3,HIGH,14,3,HIGHWAY,CLEAR,1008.3
1986.57,MEDIUM,0,0,URBAN,CLEAR,5959.71
130.71,LOW,19,3,URBAN,CLEAR,261.42
626.14,MEDIUM,1,3,MIXED,CLEAR,751.37
1862.97,MEDIUM,7,3,URBAN,RAIN,6427.25
1691.57,LOW,17,4,URBAN,SNOW,5074.71
2961.22,MEDIUM,10,4,URBAN,CLEAR,8883.66
582.96,MEDIUM,16,4,URBAN,CLEAR,2376.25
1002.63,LOW,15,1,URBAN,FOG,2506.57
2463.59,LOW,20,0,URBAN,CLEAR,4927.18
435.71,HIGH,18,5,MIXED,SNOW,1307.13
2512.17,HIGH,0,2,URBAN,CLEAR,15073.02
2190.59,HIGH,13,6,MIXED,CLEAR,6777.74
800.18,LOW,13,2,MIXED,CLEAR,685.87
1990.32,HIGH,22,1,HIGHWAY,FOG,2487.9
2366.46,MEDIUM,12,3,URBAN,CLEAR,7099.38
248.9,MEDIUM,4,5,MIXED,CLEAR,298.68
1003.98,LOW,12,6,URBAN,SNOW,3011.94
2507.97,LOW,22,4,MIXED,RAIN,2472.14
1848.67,LOW,13,4,HIGHWAY,FOG,1386.5
597.73,HIGH,22,2,HIGHWAY,CLEAR,597.73
2269.38,HIGH,1,5,MIXED,CLEAR,4538.76
1540.2,HIGH,13,4,URBAN,CLEAR,9241.2
1005.05,LOW,9,3,HIGHWAY,RAIN,693.48
1805.17,LOW,7,1,MIXED,RAIN,1779.38
2481.8,HIGH,21,1,URBAN,CLEAR,14890.8
1553.31,LOW,20,0,URBAN,FOG,3883.27
2035.88,MEDIUM,21,0,MIXED,CLEAR,2443.06
2105.09,LOW,10,3,HIGHWAY,CLEAR,1263.05
1986.02,LOW,22,2,HIGHWAY,CLEAR,1191.61
1928.6,LOW,8,3,HIGHWAY,RAIN,2005.26
1303.2,MEDIUM,22,6,URBAN,CLEAR,3909.6
806.11,LOW,4,1,URBAN,CLEAR,1612.22
313.91,LOW,12,0,HIGHWAY,RAIN,216.6
710.6,LOW,21,3,MIXED,CLEAR,609.09
951.04,MEDIUM,12,5,HIGHWAY,SNOW,1069.92
1961.4,HIGH,21,0,HIGHWAY,FOG,2451.75
2713.59,HIGH,20,2,URBAN,CLEAR,20951.2
484.69,HIGH,5,5,URBAN,CLEAR,2908.14
1449.14,MEDIUM,10,5,URBAN,CLEAR,4347.42
321.65,MEDIUM,14,1,URBAN,CLEAR,964.95
2581.28,MEDIUM,7,6,MIXED,RAIN,3562.17
1091.15,MEDIUM,23,5,MIXED,RAIN,1505.79
1951.33,LOW,16,1,URBAN,SNOW,5853.99
1691.71,LOW,12,3,URBAN,CLEAR,3383.42
1380.91,MEDIUM,12,4,MIXED,CLEAR,1657.09
395.78,HIGH,2,1,HIGHWAY,CLEAR,395.78
2891.76,LOW,15,3,URBAN,SNOW,8675.28
1732.85,HIGH,5,2,MIXED,FOG,4332.12
475.24,LOW,11,5,HIGHWAY,CLEAR,345.7
2286.08,LOW,1,3,HIGHWAY,CLEAR,1371.65
2157.59,LOW,1,2,HIGHWAY,CLEAR,2376.99
1826.54,LOW,10,4,URBAN,CLEAR,3653.08
2404.61,HIGH,21,0,URBAN,CLEAR,14427.66
2383.55,HIGH,12,2,HIGHWAY,CLEAR,2383.55
1118.06,LOW,17,4,HIGHWAY,CLEAR,670.84
1443.83,HIGH,23,2,MIXED,RAIN,3320.81
1042.12,MEDIUM,19,0,MIXED,CLEAR,1250.54
446.06,MEDIUM,10,5,HIGHWAY,CLEAR,334.55
429.36,LOW,6,5,HIGHWAY,CLEAR,257.62
2923.58,LOW,5,1,HIGHWAY,RAIN,2017.27
2920.11,MEDIUM,3,6,HIGHWAY,CLEAR,2190.08
1599.1,HIGH,17,0,URBAN,CLEAR,9594.6
2976.02,LOW,17,1,HIGHWAY,CLEAR,1785.61
2777.01,LOW,22,0,HIGHWAY,CLEAR,1666.21
2817.03,LOW,0,6,URBAN,RAIN,6479.17
297.45,LOW,15,1,HIGHWAY,CLEAR,178.47
997.21,MEDIUM,9,3,MIXED,CLEAR,1196.65
2262.81,HIGH,11,4,URBAN,RAIN,15613.39
2638.82,MEDIUM,4,0,URBAN,FOG,9895.58
1856.75,MEDIUM,5,0,HIGHWAY,CLEAR,1392.56
575.37,LOW,9,4,URBAN,CLEAR,1150.74
53.45,MEDIUM,0,6,HIGHWAY,FOG,50.11
2791.43,LOW,0,1,MIXED,CLEAR,2392.65
2151.6,MEDIUM,15,6,HIGHWAY,RAIN,1855.75
199.63,HIGH,16,3,MIXED,FOG,499.07
667.46,MEDIUM,5,4,URBAN,CLEAR,2002.38
960.88,LOW,2,0,URBAN,CLEAR,1921.76
739.52,MEDIUM,5,4,URBAN,CLEAR,2218.56
2870.12,HIGH,2,3,MIXED,CLEAR,5740.24
2490.11,LOW,15,0,URBAN,CLEAR,4980.22
956.61,LOW,17,1,HIGHWAY,FOG,717.46
1915.61,LOW,14,6,HIGHWAY,CLEAR,1149.37
2761.94,LOW,19,4,HIGHWAY,CLEAR,1657.16
2592.75,LOW,22,5,HIGHWAY,FOG,1944.56
402.54,HIGH,23,5,MIXED,CLEAR,805.08
1087.28,MEDIUM,3,4,MIXED,RAIN,1500.45
788.93,LOW,17,0,URBAN,SNOW,2366.79
561.34,HIGH,5,0,URBAN,CLEAR,3368.04
1810.74,LOW,19,3,URBAN,SNOW,5432.22
2769.8,HIGH,21,0,MIXED,CLEAR,5539.6
498.39,LOW,19,5,URBAN,FOG,1245.97
2024.01,HIGH,11,5,HIGHWAY,CLEAR,2024.01
1337.67,MEDIUM,9,0,URBAN,RAIN,4614.96
582.13,MEDIUM,11,0,MIXED,CLEAR,698.56
2973.53,HIGH,15,5,MIXED,FOG,7433.83
464.87,LOW,2,0,MIXED,RAIN,458.23
1837.78,HIGH,20,3,URBAN,CLEAR,11026.68
1345.86,MEDIUM,9,3,MIXED,CLEAR,1615.03
1228.04,LOW,12,0,URBAN,CLEAR,2456.08
1218.24,LOW,3,0,URBAN,CLEAR,2436.48
802.6,MEDIUM,6,5,MIXED,CLEAR,963.12
2004.32,LOW,3,1,MIXED,CLEAR,1717.99
1558.21,MEDIUM,15,6,HIGHWAY,CLEAR,1168.66
1970.11,LOW,9,6,MIXED,RAIN,3009.89
1618.53,MEDIUM,18,2,URBAN,CLEAR,4855.59
1671.99,LOW,5,2,URBAN,FOG,4179.98
2364.27,MEDIUM,20,4,HIGHWAY,RAIN,2039.18
1670.4,MEDIUM,9,0,URBAN,CLEAR,5011.2
2687.29,MEDIUM,12,0,HIGHWAY,CLEAR,2533.7
526.42,HIGH,17,5,HIGHWAY,SNOW,1528.55
536.61,HIGH,19,0,MIXED,RAIN,1234.2
1517.57,HIGH,14,5,MIXED,CLEAR,3035.14
2192.2,MEDIUM,11,5,URBAN,CLEAR,6576.6
50.22,LOW,2,0,URBAN,FOG,125.55
335.65,MEDIUM,8,3,HIGHWAY,CLEAR,251.74
2314.04,LOW,14,3,HIGHWAY,CLEAR,1388.42
36.41,LOW,17,1,URBAN,RAIN,83.74
2795.43,HIGH,1,2,MIXED,CLEAR,5590.86
896.03,LOW,9,1,HIGHWAY,RAIN,618.26
2599.95,HIGH,17,6,URBAN,CLEAR,15599.7
2381.76,LOW,7,0,MIXED,CLEAR,2041.51
1412.98,MEDIUM,14,2,MIXED,RAIN,1949.91
1702.63,LOW,20,4,HIGHWAY,RAIN,1174.81
243.11,MEDIUM,19,5,URBAN,CLEAR,1066.39
1640.4,LOW,2,6,MIXED,CLEAR,1406.06
603.47,LOW,11,1,HIGHWAY,CLEAR,362.08
516.49,LOW,3,6,HIGHWAY,CLEAR,309.89
717.05,HIGH,16,4,HIGHWAY,CLEAR,1256.51
1121.55,LOW,20,5,URBAN,SNOW,3364.65
2017.03,MEDIUM,17,5,URBAN,CLEAR,6051.09
1790.28,MEDIUM,14,5,URBAN,CLEAR,5370.84
2922.42,HIGH,18,3,MIXED,RAIN,6721.57
2694.61,HIGH,20,0,URBAN,RAIN,18592.81
119.05,LOW,17,2,HIGHWAY,FOG,89.29
652.75,HIGH,11,3,MIXED,FOG,2899.05
1652.96,LOW,2,2,MIXED,CLEAR,1416.82
1680.4,HIGH,8,6,URBAN,CLEAR,10082.4
2156.15,MEDIUM,14,0,URBAN,CLEAR,6468.45
949.22,LOW,23,6,MIXED,CLEAR,813.62
1189.37,LOW,21,3,HIGHWAY,CLEAR,713.62
2483.78,MEDIUM,4,6,MIXED,CLEAR,2980.54
1076.36,LOW,22,1,URBAN,RAIN,2475.63
2327.36,LOW,0,5,URBAN,SNOW,6982.08
1719.67,MEDIUM,1,5,MIXED,CLEAR,2063.6
670.57,MEDIUM,12,1,URBAN,CLEAR,2011.71
2025.06,LOW,6,3,URBAN,FOG,5062.65
2535.64,HIGH,14,4,MIXED,CLEAR,5071.28
2753.69,MEDIUM,8,0,URBAN,RAIN,9500.23
2893.69,HIGH,9,4,URBAN,RAIN,25923.06
848.77,LOW,22,5,MIXED,CLEAR,727.52
285.71,LOW,15,0,MIXED,CLEAR,244.89
127.1,LOW,20,1,MIXED,FOG,136.18
685.27,LOW,3,5,HIGHWAY,CLEAR,411.16
2148.07,HIGH,10,5,URBAN,SNOW,19332.63
1797.37,LOW,15,4,URBAN,CLEAR,3594.74
195.53,HIGH,4,1,HIGHWAY,CLEAR,195.53
1392.42,LOW,10,5,URBAN,CLEAR,2784.84
500.98,LOW,16,6,MIXED,FOG,536.76
116.55,MEDIUM,6,5,HIGHWAY,SNOW,131.12
1785.9,LOW,15,0,HIGHWAY,CLEAR,1071.54
2230.34,LOW,12,1,MIXED,CLEAR,1911.72
628.12,MEDIUM,2,1,MIXED,FOG,942.18
2741.39,LOW,16,3,URBAN,CLEAR,5482.78
2809.91,LOW,8,6,URBAN,CLEAR,5619.82
2962.14,MEDIUM,3,4,URBAN,CLEAR,8886.42
553.56,MEDIUM,19,6,URBAN,CLEAR,1660.68
2189.63,MEDIUM,5,5,HIGHWAY,CLEAR,1642.22
1373.7,LOW,17,3,MIXED,CLEAR,1177.46
2102.97,HIGH,1,0,URBAN,CLEAR,12617.82
277.68,LOW,17,5,MIXED,CLEAR,238.01
1225.97,MEDIUM,13,2,URBAN,RAIN,4229.6
2363.73,LOW,12,5,HIGHWAY,CLEAR,1418.24
2627.86,HIGH,23,6,URBAN,RAIN,18132.23
1010.83,HIGH,12,4,HIGHWAY,CLEAR,1383.13
2835.67,MEDIUM,14,6,HIGHWAY,CLEAR,2126.75
2494.28,MEDIUM,1,6,URBAN,CLEAR,7482.84
2959.0,LOW,19,3,URBAN,SNOW,8877.0
1394.61,MEDIUM,12,4,URBAN,CLEAR,4183.83
2364.88,LOW,6,3,MIXED,RAIN,2331.1
236.93,MEDIUM,14,2,MIXED,FOG,355.39
1734.28,HIGH,20,6,URBAN,SNOW,15608.52
2577.8,MEDIUM,19,1,HIGHWAY,CLEAR,1933.35
1924.29,LOW,14,5,URBAN,CLEAR,3848.58
465.45,LOW,6,5,HIGHWAY,CLEAR,279.27
2636.54,MEDIUM,18,2,HIGHWAY,CLEAR,1977.4
2049.6,MEDIUM,5,6,URBAN,SNOW,9223.2
526.68,LOW,14,6,HIGHWAY,CLEAR,316.01
2127.15,MEDIUM,6,4,URBAN,RAIN,7338.67
894.28,LOW,16,5,URBAN,RAIN,2056.84
1764.08,LOW,20,6,URBAN,RAIN,4057.38
798.18,LOW,16,4,HIGHWAY,RAIN,550.74
2202.9,LOW,18,2,URBAN,RAIN,5066.67
1786.28,HIGH,15,5,URBAN,CLEAR,10717.68
1714.56,LOW,12,3,MIXED,CLEAR,1469.62
2921.33,LOW,10,0,MIXED,CLEAR,2504.0
305.52,LOW,8,6,HIGHWAY,CLEAR,183.31
1364.21,HIGH,4,5,HIGHWAY,CLEAR,1364.21
2616.91,LOW,15,2,MIXED,CLEAR,2243.07
2932.12,LOW,12,4,MIXED,CLEAR,2513.25
168.02,MEDIUM,1,6,URBAN,CLEAR,504.06
1045.28,LOW,7,2,HIGHWAY,FOG,783.96
976.27,LOW,8,5,MIXED,CLEAR,836.8
130.96,LOW,5,2,HIGHWAY,CLEAR,133.84
2301.02,LOW,19,0,MIXED,CLEAR,1972.3
2044.61,LOW,15,3,MIXED,SNOW,2628.78
558.87,MEDIUM,10,0,URBAN,CLEAR,1676.61
1970.6,HIGH,18,1,URBAN,SNOW,17735.4
1078.45,LOW,10,4,HIGHWAY,CLEAR,647.07
934.28,LOW,3,2,MIXED,CLEAR,800.81
793.26,MEDIUM,11,6,URBAN,CLEAR,3800.85
2463.2,MEDIUM,0,2,MIXED,CLEAR,2955.84
2789.81,LOW,14,1,MIXED,RAIN,2749.96
2505.42,MEDIUM,20,0,MIXED,CLEAR,3006.5
525.33,LOW,3,0,MIXED,CLEAR,450.28
